valor,unidad,vigenciadesde,vigenciahasta
814.4,COP,1994-08-17,1994-08-17
813.93,COP,1994-08-18,1994-08-18
813.88,COP,1994-08-19,1994-08-19
813.76,COP,1994-08-20,1994-08-22
815.2,COP,1994-08-23,1994-08-23
816.58,COP,1994-08-24,1994-08-24
816.77,COP,1994-08-25,1994-08-25
817.4,COP,1994-08-26,1994-08-26
816.29,COP,1994-08-27,1994-08-29
816.18,COP,1994-08-30,1994-08-30
816.3,COP,1994-08-31,1994-08-31
816.08,COP,1994-09-01,1994-09-01
817.64,COP,1994-09-02,1994-09-02
818.81,COP,1994-09-03,1994-09-05
817.8,COP,1994-09-06,1994-09-06
818.21,COP,1994-09-07,1994-09-07
819.24,COP,1994-09-08,1994-09-08
820.02,COP,1994-09-09,1994-09-09
820.26,COP,1994-09-10,1994-09-12
821.62,COP,1994-09-13,1994-09-13
824.34,COP,1994-09-14,1994-09-14
827.86,COP,1994-09-15,1994-09-15
833.1,COP,1994-09-16,1994-09-16
837.21,COP,1994-09-17,1994-09-19
838.63,COP,1994-09-20,1994-09-20
841.82,COP,1994-09-21,1994-09-21
842.7,COP,1994-09-22,1994-09-22
841.53,COP,1994-09-23,1994-09-23
839.46,COP,1994-09-24,1994-09-26
840.23,COP,1994-09-27,1994-09-27
841.51,COP,1994-09-28,1994-09-28
841.32,COP,1994-09-29,1994-09-29
842.0,COP,1994-09-30,1994-09-30
843.0,COP,1994-10-01,1994-10-03
843.65,COP,1994-10-04,1994-10-04
844.4,COP,1994-10-05,1994-10-05
842.54,COP,1994-10-06,1994-10-06
840.06,COP,1994-10-07,1994-10-07
836.8,COP,1994-10-08,1994-10-10
835.59,COP,1994-10-11,1994-10-11
835.38,COP,1994-10-12,1994-10-12
836.4,COP,1994-10-13,1994-10-13
836.01,COP,1994-10-14,1994-10-14
834.83,COP,1994-10-15,1994-10-18
835.33,COP,1994-10-19,1994-10-19
836.72,COP,1994-10-20,1994-10-20
838.32,COP,1994-10-21,1994-10-21
841.41,COP,1994-10-22,1994-10-24
842.6,COP,1994-10-25,1994-10-25
843.48,COP,1994-10-26,1994-10-26
841.32,COP,1994-10-27,1994-10-27
840.05,COP,1994-10-28,1994-10-28
838.55,COP,1994-10-29,1994-10-31
837.62,COP,1994-11-01,1994-11-01
837.79,COP,1994-11-02,1994-11-02
836.18,COP,1994-11-03,1994-11-03
833.19,COP,1994-11-04,1994-11-04
831.25,COP,1994-11-05,1994-11-08
829.09,COP,1994-11-09,1994-11-09
826.84,COP,1994-11-10,1994-11-10
825.17,COP,1994-11-11,1994-11-11
825.87,COP,1994-11-12,1994-11-15
826.45,COP,1994-11-16,1994-11-16
828.74,COP,1994-11-17,1994-11-17
830.49,COP,1994-11-18,1994-11-18
828.46,COP,1994-11-19,1994-11-21
829.08,COP,1994-11-22,1994-11-22
830.74,COP,1994-11-23,1994-11-23
828.67,COP,1994-11-24,1994-11-24
828.76,COP,1994-11-25,1994-11-25
828.42,COP,1994-11-26,1994-11-28
828.66,COP,1994-11-29,1994-11-29
829.03,COP,1994-11-30,1994-11-30
829.29,COP,1994-12-01,1994-12-01
829.56,COP,1994-12-02,1994-12-02
830.0,COP,1994-12-03,1994-12-05
830.37,COP,1994-12-06,1994-12-06
830.85,COP,1994-12-07,1994-12-07
831.1,COP,1994-12-08,1994-12-09
831.49,COP,1994-12-10,1994-12-12
831.91,COP,1994-12-13,1994-12-13
824.68,COP,1994-12-14,1994-12-14
825.0,COP,1994-12-15,1994-12-15
827.6,COP,1994-12-16,1994-12-16
829.72,COP,1994-12-17,1994-12-19
831.06,COP,1994-12-20,1994-12-20
830.16,COP,1994-12-21,1994-12-21
827.95,COP,1994-12-22,1994-12-22
827.7,COP,1994-12-23,1994-12-23
826.47,COP,1994-12-24,1994-12-26
827.33,COP,1994-12-27,1994-12-27
829.95,COP,1994-12-28,1994-12-28
831.6,COP,1994-12-29,1994-12-29
831.27,COP,1994-12-30,1994-12-30
831.27,COP,1994-12-31,1995-01-02
833.18,COP,1995-01-03,1995-01-03
835.38,COP,1995-01-04,1995-01-04
838.33,COP,1995-01-05,1995-01-05
838.87,COP,1995-01-06,1995-01-06
837.07,COP,1995-01-07,1995-01-09
837.07,COP,1995-01-10,1995-01-10
840.36,COP,1995-01-11,1995-01-11
843.69,COP,1995-01-12,1995-01-12
841.52,COP,1995-01-13,1995-01-13
843.7,COP,1995-01-14,1995-01-16
846.61,COP,1995-01-17,1995-01-17
847.61,COP,1995-01-18,1995-01-18
850.26,COP,1995-01-19,1995-01-19
852.68,COP,1995-01-20,1995-01-20
855.54,COP,1995-01-21,1995-01-23
855.49,COP,1995-01-24,1995-01-24
856.65,COP,1995-01-25,1995-01-25
857.56,COP,1995-01-26,1995-01-26
859.3,COP,1995-01-27,1995-01-27
857.83,COP,1995-01-28,1995-01-30
856.41,COP,1995-01-31,1995-01-31
857.16,COP,1995-02-01,1995-02-01
855.76,COP,1995-02-02,1995-02-02
852.22,COP,1995-02-03,1995-02-03
848.82,COP,1995-02-04,1995-02-06
848.27,COP,1995-02-07,1995-02-07
848.43,COP,1995-02-08,1995-02-08
847.04,COP,1995-02-09,1995-02-09
845.73,COP,1995-02-10,1995-02-10
845.37,COP,1995-02-11,1995-02-13
846.2,COP,1995-02-14,1995-02-14
848.15,COP,1995-02-15,1995-02-15
848.52,COP,1995-02-16,1995-02-16
848.9,COP,1995-02-17,1995-02-17
849.41,COP,1995-02-18,1995-02-20
851.88,COP,1995-02-21,1995-02-21
853.63,COP,1995-02-22,1995-02-22
855.32,COP,1995-02-23,1995-02-23
855.48,COP,1995-02-24,1995-02-24
854.71,COP,1995-02-25,1995-02-27
856.99,COP,1995-02-28,1995-02-28
857.85,COP,1995-03-01,1995-03-01
858.87,COP,1995-03-02,1995-03-02
861.33,COP,1995-03-03,1995-03-03
859.65,COP,1995-03-04,1995-03-06
858.95,COP,1995-03-07,1995-03-07
861.13,COP,1995-03-08,1995-03-08
862.41,COP,1995-03-09,1995-03-09
863.06,COP,1995-03-10,1995-03-10
865.36,COP,1995-03-11,1995-03-13
865.92,COP,1995-03-14,1995-03-14
866.96,COP,1995-03-15,1995-03-15
866.4,COP,1995-03-16,1995-03-16
865.63,COP,1995-03-17,1995-03-17
863.77,COP,1995-03-18,1995-03-20
863.77,COP,1995-03-21,1995-03-21
865.89,COP,1995-03-22,1995-03-22
867.81,COP,1995-03-23,1995-03-23
868.95,COP,1995-03-24,1995-03-24
869.22,COP,1995-03-25,1995-03-27
870.14,COP,1995-03-28,1995-03-28
872.57,COP,1995-03-29,1995-03-29
876.21,COP,1995-03-30,1995-03-30
880.23,COP,1995-03-31,1995-03-31
878.18,COP,1995-04-01,1995-04-03
876.0,COP,1995-04-04,1995-04-04
874.3,COP,1995-04-05,1995-04-05
871.6,COP,1995-04-06,1995-04-06
868.96,COP,1995-04-07,1995-04-07
869.15,COP,1995-04-08,1995-04-10
866.78,COP,1995-04-11,1995-04-11
868.8,COP,1995-04-12,1995-04-12
866.25,COP,1995-04-13,1995-04-13
866.25,COP,1995-04-14,1995-04-14
866.25,COP,1995-04-15,1995-04-17
871.87,COP,1995-04-18,1995-04-18
874.37,COP,1995-04-19,1995-04-19
874.35,COP,1995-04-20,1995-04-20
877.38,COP,1995-04-21,1995-04-21
876.55,COP,1995-04-22,1995-04-24
878.2,COP,1995-04-25,1995-04-25
876.32,COP,1995-04-26,1995-04-26
875.78,COP,1995-04-27,1995-04-27
876.21,COP,1995-04-28,1995-04-28
877.9,COP,1995-04-29,1995-05-01
877.9,COP,1995-05-02,1995-05-02
880.63,COP,1995-05-03,1995-05-03
882.97,COP,1995-05-04,1995-05-04
882.24,COP,1995-05-05,1995-05-05
881.07,COP,1995-05-06,1995-05-08
881.33,COP,1995-05-09,1995-05-09
878.87,COP,1995-05-10,1995-05-10
880.25,COP,1995-05-11,1995-05-11
881.07,COP,1995-05-12,1995-05-12
879.35,COP,1995-05-13,1995-05-15
877.45,COP,1995-05-16,1995-05-16
875.17,COP,1995-05-17,1995-05-17
874.74,COP,1995-05-18,1995-05-18
875.75,COP,1995-05-19,1995-05-19
873.52,COP,1995-05-20,1995-05-22
871.11,COP,1995-05-23,1995-05-23
869.95,COP,1995-05-24,1995-05-24
870.55,COP,1995-05-25,1995-05-25
872.96,COP,1995-05-26,1995-05-26
872.66,COP,1995-05-27,1995-05-29
872.66,COP,1995-05-30,1995-05-30
876.36,COP,1995-05-31,1995-05-31
876.62,COP,1995-06-01,1995-06-01
877.22,COP,1995-06-02,1995-06-02
875.99,COP,1995-06-03,1995-06-05
874.81,COP,1995-06-06,1995-06-06
873.06,COP,1995-06-07,1995-06-07
871.02,COP,1995-06-08,1995-06-08
871.93,COP,1995-06-09,1995-06-09
871.94,COP,1995-06-10,1995-06-12
873.74,COP,1995-06-13,1995-06-13
875.28,COP,1995-06-14,1995-06-14
873.78,COP,1995-06-15,1995-06-15
872.54,COP,1995-06-16,1995-06-16
873.91,COP,1995-06-17,1995-06-19
873.91,COP,1995-06-20,1995-06-20
875.59,COP,1995-06-21,1995-06-21
875.32,COP,1995-06-22,1995-06-22
874.81,COP,1995-06-23,1995-06-23
873.64,COP,1995-06-24,1995-06-26
873.64,COP,1995-06-27,1995-06-27
875.95,COP,1995-06-28,1995-06-28
878.8,COP,1995-06-29,1995-06-29
881.23,COP,1995-06-30,1995-06-30
880.49,COP,1995-07-01,1995-07-03
880.49,COP,1995-07-04,1995-07-04
883.81,COP,1995-07-05,1995-07-05
887.3,COP,1995-07-06,1995-07-06
891.28,COP,1995-07-07,1995-07-07
891.44,COP,1995-07-08,1995-07-10
897.12,COP,1995-07-11,1995-07-11
897.51,COP,1995-07-12,1995-07-12
895.84,COP,1995-07-13,1995-07-13
892.82,COP,1995-07-14,1995-07-14
893.36,COP,1995-07-15,1995-07-17
891.76,COP,1995-07-18,1995-07-18
894.03,COP,1995-07-19,1995-07-19
894.5,COP,1995-07-20,1995-07-20
894.5,COP,1995-07-21,1995-07-21
894.98,COP,1995-07-22,1995-07-24
896.68,COP,1995-07-25,1995-07-25
897.32,COP,1995-07-26,1995-07-26
897.77,COP,1995-07-27,1995-07-27
895.56,COP,1995-07-28,1995-07-28
897.63,COP,1995-07-29,1995-07-31
898.35,COP,1995-08-01,1995-08-01
900.78,COP,1995-08-02,1995-08-02
905.53,COP,1995-08-03,1995-08-03
917.53,COP,1995-08-04,1995-08-04
916.14,COP,1995-08-05,1995-08-07
916.14,COP,1995-08-08,1995-08-08
920.1,COP,1995-08-09,1995-08-09
919.32,COP,1995-08-10,1995-08-10
917.13,COP,1995-08-11,1995-08-11
919.13,COP,1995-08-12,1995-08-14
922.21,COP,1995-08-15,1995-08-15
928.25,COP,1995-08-16,1995-08-16
944.55,COP,1995-08-17,1995-08-17
947.22,COP,1995-08-18,1995-08-18
946.83,COP,1995-08-19,1995-08-21
946.83,COP,1995-08-22,1995-08-22
949.51,COP,1995-08-23,1995-08-23
955.12,COP,1995-08-24,1995-08-24
962.6,COP,1995-08-25,1995-08-25
970.65,COP,1995-08-26,1995-08-28
972.03,COP,1995-08-29,1995-08-29
963.93,COP,1995-08-30,1995-08-30
960.19,COP,1995-08-31,1995-08-31
949.35,COP,1995-09-01,1995-09-01
948.23,COP,1995-09-02,1995-09-04
957.54,COP,1995-09-05,1995-09-05
958.46,COP,1995-09-06,1995-09-06
953.63,COP,1995-09-07,1995-09-07
954.64,COP,1995-09-08,1995-09-08
958.31,COP,1995-09-09,1995-09-11
958.59,COP,1995-09-12,1995-09-12
959.18,COP,1995-09-13,1995-09-13
959.15,COP,1995-09-14,1995-09-14
960.25,COP,1995-09-15,1995-09-15
960.91,COP,1995-09-16,1995-09-18
962.5,COP,1995-09-19,1995-09-19
970.08,COP,1995-09-20,1995-09-20
974.88,COP,1995-09-21,1995-09-21
974.23,COP,1995-09-22,1995-09-22
975.9,COP,1995-09-23,1995-09-25
977.35,COP,1995-09-26,1995-09-26
980.54,COP,1995-09-27,1995-09-27
981.09,COP,1995-09-28,1995-09-28
972.8,COP,1995-09-29,1995-09-29
966.78,COP,1995-09-30,1995-10-02
971.22,COP,1995-10-03,1995-10-03
976.76,COP,1995-10-04,1995-10-04
972.75,COP,1995-10-05,1995-10-05
972.93,COP,1995-10-06,1995-10-06
979.16,COP,1995-10-07,1995-10-09
982.84,COP,1995-10-10,1995-10-10
981.45,COP,1995-10-11,1995-10-11
981.26,COP,1995-10-12,1995-10-12
984.88,COP,1995-10-13,1995-10-13
987.0,COP,1995-10-14,1995-10-16
987.0,COP,1995-10-17,1995-10-17
990.52,COP,1995-10-18,1995-10-18
991.22,COP,1995-10-19,1995-10-19
991.52,COP,1995-10-20,1995-10-20
988.96,COP,1995-10-21,1995-10-23
991.98,COP,1995-10-24,1995-10-24
993.68,COP,1995-10-25,1995-10-25
994.77,COP,1995-10-26,1995-10-26
995.01,COP,1995-10-27,1995-10-27
994.99,COP,1995-10-28,1995-10-30
994.5,COP,1995-10-31,1995-10-31
996.76,COP,1995-11-01,1995-11-01
996.96,COP,1995-11-02,1995-11-02
998.18,COP,1995-11-03,1995-11-03
998.49,COP,1995-11-04,1995-11-06
998.49,COP,1995-11-07,1995-11-07
999.51,COP,1995-11-08,1995-11-08
999.73,COP,1995-11-09,1995-11-09
1000.13,COP,1995-11-10,1995-11-10
999.77,COP,1995-11-11,1995-11-13
999.77,COP,1995-11-14,1995-11-14
1001.14,COP,1995-11-15,1995-11-15
1001.62,COP,1995-11-16,1995-11-16
1002.25,COP,1995-11-17,1995-11-17
1002.63,COP,1995-11-18,1995-11-20
1003.44,COP,1995-11-21,1995-11-21
1003.47,COP,1995-11-22,1995-11-22
1002.49,COP,1995-11-23,1995-11-23
1001.23,COP,1995-11-24,1995-11-24
1000.69,COP,1995-11-25,1995-11-27
1003.24,COP,1995-11-28,1995-11-28
1001.73,COP,1995-11-29,1995-11-29
998.16,COP,1995-11-30,1995-11-30
998.15,COP,1995-12-01,1995-12-01
997.87,COP,1995-12-02,1995-12-04
995.93,COP,1995-12-05,1995-12-05
990.16,COP,1995-12-06,1995-12-06
983.29,COP,1995-12-07,1995-12-07
974.04,COP,1995-12-08,1995-12-11
979.87,COP,1995-12-12,1995-12-12
986.17,COP,1995-12-13,1995-12-13
994.57,COP,1995-12-14,1995-12-14
992.88,COP,1995-12-15,1995-12-15
988.94,COP,1995-12-16,1995-12-18
986.71,COP,1995-12-19,1995-12-19
987.22,COP,1995-12-20,1995-12-20
985.39,COP,1995-12-21,1995-12-21
984.06,COP,1995-12-22,1995-12-22
984.96,COP,1995-12-23,1995-12-26
990.1,COP,1995-12-27,1995-12-27
986.96,COP,1995-12-28,1995-12-28
987.65,COP,1995-12-29,1995-12-29
987.65,COP,1995-12-30,1996-01-02
994.31,COP,1996-01-03,1996-01-03
994.5,COP,1996-01-04,1996-01-04
998.68,COP,1996-01-05,1996-01-05
997.06,COP,1996-01-06,1996-01-08
997.06,COP,1996-01-09,1996-01-09
1003.44,COP,1996-01-10,1996-01-10
1003.86,COP,1996-01-11,1996-01-11
1002.59,COP,1996-01-12,1996-01-12
1005.63,COP,1996-01-13,1996-01-15
1011.59,COP,1996-01-16,1996-01-16
1011.72,COP,1996-01-17,1996-01-17
1010.34,COP,1996-01-18,1996-01-18
1015.1,COP,1996-01-19,1996-01-19
1018.99,COP,1996-01-20,1996-01-22
1019.17,COP,1996-01-23,1996-01-23
1024.89,COP,1996-01-24,1996-01-24
1026.08,COP,1996-01-25,1996-01-25
1026.78,COP,1996-01-26,1996-01-26
1026.89,COP,1996-01-27,1996-01-29
1027.61,COP,1996-01-30,1996-01-30
1028.14,COP,1996-01-31,1996-01-31
1026.3,COP,1996-02-01,1996-02-01
1024.89,COP,1996-02-02,1996-02-02
1021.29,COP,1996-02-03,1996-02-05
1022.93,COP,1996-02-06,1996-02-06
1021.3,COP,1996-02-07,1996-02-07
1022.28,COP,1996-02-08,1996-02-08
1024.17,COP,1996-02-09,1996-02-09
1023.07,COP,1996-02-10,1996-02-12
1027.54,COP,1996-02-13,1996-02-13
1028.58,COP,1996-02-14,1996-02-14
1027.57,COP,1996-02-15,1996-02-15
1030.67,COP,1996-02-16,1996-02-16
1029.5,COP,1996-02-17,1996-02-19
1033.41,COP,1996-02-20,1996-02-20
1034.34,COP,1996-02-21,1996-02-21
1035.43,COP,1996-02-22,1996-02-22
1035.04,COP,1996-02-23,1996-02-23
1036.71,COP,1996-02-24,1996-02-26
1038.49,COP,1996-02-27,1996-02-27
1039.06,COP,1996-02-28,1996-02-28
1039.81,COP,1996-02-29,1996-02-29
1039.9,COP,1996-03-01,1996-03-01
1040.7,COP,1996-03-02,1996-03-04
1041.28,COP,1996-03-05,1996-03-05
1041.83,COP,1996-03-06,1996-03-06
1042.03,COP,1996-03-07,1996-03-07
1042.61,COP,1996-03-08,1996-03-08
1042.42,COP,1996-03-09,1996-03-11
1043.5,COP,1996-03-12,1996-03-12
1044.07,COP,1996-03-13,1996-03-13
1044.99,COP,1996-03-14,1996-03-14
1045.44,COP,1996-03-15,1996-03-15
1046.09,COP,1996-03-16,1996-03-18
1046.76,COP,1996-03-19,1996-03-19
1047.24,COP,1996-03-20,1996-03-20
1047.65,COP,1996-03-21,1996-03-21
1048.4,COP,1996-03-22,1996-03-22
1048.0,COP,1996-03-23,1996-03-25
1048.0,COP,1996-03-26,1996-03-26
1049.08,COP,1996-03-27,1996-03-27
1049.22,COP,1996-03-28,1996-03-28
1048.42,COP,1996-03-29,1996-03-29
1046.0,COP,1996-03-30,1996-04-01
1042.2,COP,1996-04-02,1996-04-02
1045.23,COP,1996-04-03,1996-04-03
1046.92,COP,1996-04-04,1996-04-08
1050.12,COP,1996-04-09,1996-04-09
1047.35,COP,1996-04-10,1996-04-10
1046.55,COP,1996-04-11,1996-04-11
1047.48,COP,1996-04-12,1996-04-12
1048.89,COP,1996-04-13,1996-04-15
1050.73,COP,1996-04-16,1996-04-16
1054.41,COP,1996-04-17,1996-04-17
1054.03,COP,1996-04-18,1996-04-18
1052.9,COP,1996-04-19,1996-04-19
1053.59,COP,1996-04-20,1996-04-22
1054.43,COP,1996-04-23,1996-04-23
1055.31,COP,1996-04-24,1996-04-24
1054.53,COP,1996-04-25,1996-04-25
1054.29,COP,1996-04-26,1996-04-26
1054.8,COP,1996-04-27,1996-04-29
1058.9,COP,1996-04-30,1996-04-30
1061.55,COP,1996-05-01,1996-05-02
1062.56,COP,1996-05-03,1996-05-03
1062.4,COP,1996-05-04,1996-05-06
1063.41,COP,1996-05-07,1996-05-07
1063.53,COP,1996-05-08,1996-05-08
1061.63,COP,1996-05-09,1996-05-09
1061.1,COP,1996-05-10,1996-05-10
1062.08,COP,1996-05-11,1996-05-13
1065.78,COP,1996-05-14,1996-05-14
1066.24,COP,1996-05-15,1996-05-15
1066.61,COP,1996-05-16,1996-05-16
1065.88,COP,1996-05-17,1996-05-17
1066.47,COP,1996-05-18,1996-05-21
1068.18,COP,1996-05-22,1996-05-22
1068.91,COP,1996-05-23,1996-05-23
1069.47,COP,1996-05-24,1996-05-24
1068.94,COP,1996-05-25,1996-05-27
1069.8,COP,1996-05-28,1996-05-28
1071.19,COP,1996-05-29,1996-05-29
1072.24,COP,1996-05-30,1996-05-30
1073.06,COP,1996-05-31,1996-05-31
1072.59,COP,1996-06-01,1996-06-03
1074.7,COP,1996-06-04,1996-06-04
1074.72,COP,1996-06-05,1996-06-05
1074.27,COP,1996-06-06,1996-06-06
1072.95,COP,1996-06-07,1996-06-07
1073.06,COP,1996-06-08,1996-06-11
1073.65,COP,1996-06-12,1996-06-12
1070.8,COP,1996-06-13,1996-06-13
1072.34,COP,1996-06-14,1996-06-14
1071.35,COP,1996-06-15,1996-06-18
1072.74,COP,1996-06-19,1996-06-19
1070.94,COP,1996-06-20,1996-06-20
1070.86,COP,1996-06-21,1996-06-21
1068.2,COP,1996-06-22,1996-06-24
1070.25,COP,1996-06-25,1996-06-25
1069.81,COP,1996-06-26,1996-06-26
1072.37,COP,1996-06-27,1996-06-27
1069.73,COP,1996-06-28,1996-06-28
1069.11,COP,1996-06-29,1996-07-02
1070.55,COP,1996-07-03,1996-07-03
1068.12,COP,1996-07-04,1996-07-04
1068.3,COP,1996-07-05,1996-07-05
1067.35,COP,1996-07-06,1996-07-08
1068.17,COP,1996-07-09,1996-07-09
1067.97,COP,1996-07-10,1996-07-10
1065.65,COP,1996-07-11,1996-07-11
1061.79,COP,1996-07-12,1996-07-12
1061.99,COP,1996-07-13,1996-07-15
1065.58,COP,1996-07-16,1996-07-16
1064.82,COP,1996-07-17,1996-07-17
1062.86,COP,1996-07-18,1996-07-18
1058.92,COP,1996-07-19,1996-07-19
1061.02,COP,1996-07-20,1996-07-22
1063.53,COP,1996-07-23,1996-07-23
1064.56,COP,1996-07-24,1996-07-24
1061.46,COP,1996-07-25,1996-07-25
1061.03,COP,1996-07-26,1996-07-26
1061.48,COP,1996-07-27,1996-07-29
1059.18,COP,1996-07-30,1996-07-30
1056.74,COP,1996-07-31,1996-07-31
1057.47,COP,1996-08-01,1996-08-01
1054.87,COP,1996-08-02,1996-08-02
1054.1,COP,1996-08-03,1996-08-05
1051.61,COP,1996-08-06,1996-08-06
1049.37,COP,1996-08-07,1996-08-08
1044.9,COP,1996-08-09,1996-08-09
1040.68,COP,1996-08-10,1996-08-12
1035.79,COP,1996-08-13,1996-08-13
1029.46,COP,1996-08-14,1996-08-14
1041.76,COP,1996-08-15,1996-08-15
1051.82,COP,1996-08-16,1996-08-16
1047.9,COP,1996-08-17,1996-08-20
1044.54,COP,1996-08-21,1996-08-21
1037.43,COP,1996-08-22,1996-08-22
1040.15,COP,1996-08-23,1996-08-23
1037.1,COP,1996-08-24,1996-08-26
1041.64,COP,1996-08-27,1996-08-27
1044.54,COP,1996-08-28,1996-08-28
1046.7,COP,1996-08-29,1996-08-29
1045.02,COP,1996-08-30,1996-08-30
1042.32,COP,1996-08-31,1996-09-02
1044.38,COP,1996-09-03,1996-09-03
1045.27,COP,1996-09-04,1996-09-04
1044.09,COP,1996-09-05,1996-09-05
1043.93,COP,1996-09-06,1996-09-06
1045.87,COP,1996-09-07,1996-09-09
1047.95,COP,1996-09-10,1996-09-10
1051.64,COP,1996-09-11,1996-09-11
1047.26,COP,1996-09-12,1996-09-12
1047.66,COP,1996-09-13,1996-09-13
1043.89,COP,1996-09-14,1996-09-16
1042.8,COP,1996-09-17,1996-09-17
1038.9,COP,1996-09-18,1996-09-18
1035.94,COP,1996-09-19,1996-09-19
1037.1,COP,1996-09-20,1996-09-20
1037.11,COP,1996-09-21,1996-09-23
1038.09,COP,1996-09-24,1996-09-24
1040.36,COP,1996-09-25,1996-09-25
1030.25,COP,1996-09-26,1996-09-26
1027.68,COP,1996-09-27,1996-09-27
1025.06,COP,1996-09-28,1996-09-30
1027.08,COP,1996-10-01,1996-10-01
1030.54,COP,1996-10-02,1996-10-02
1019.17,COP,1996-10-03,1996-10-03
1015.24,COP,1996-10-04,1996-10-04
1014.99,COP,1996-10-05,1996-10-07
1012.56,COP,1996-10-08,1996-10-08
1010.32,COP,1996-10-09,1996-10-09
1012.27,COP,1996-10-10,1996-10-10
1013.12,COP,1996-10-11,1996-10-11
1015.07,COP,1996-10-12,1996-10-15
1019.22,COP,1996-10-16,1996-10-16
1018.5,COP,1996-10-17,1996-10-17
1015.24,COP,1996-10-18,1996-10-18
1016.87,COP,1996-10-19,1996-10-21
1018.33,COP,1996-10-22,1996-10-22
1018.04,COP,1996-10-23,1996-10-23
1017.52,COP,1996-10-24,1996-10-24
1015.49,COP,1996-10-25,1996-10-25
1011.69,COP,1996-10-26,1996-10-28
1012.43,COP,1996-10-29,1996-10-29
1007.57,COP,1996-10-30,1996-10-30
1005.83,COP,1996-10-31,1996-10-31
1000.14,COP,1996-11-01,1996-11-01
999.49,COP,1996-11-02,1996-11-05
1006.36,COP,1996-11-06,1996-11-06
1003.75,COP,1996-11-07,1996-11-07
999.59,COP,1996-11-08,1996-11-08
1001.24,COP,1996-11-09,1996-11-12
1000.22,COP,1996-11-13,1996-11-13
997.38,COP,1996-11-14,1996-11-14
1001.68,COP,1996-11-15,1996-11-15
999.68,COP,1996-11-16,1996-11-18
995.96,COP,1996-11-19,1996-11-19
994.02,COP,1996-11-20,1996-11-20
995.2,COP,1996-11-21,1996-11-21
994.37,COP,1996-11-22,1996-11-22
995.34,COP,1996-11-23,1996-11-25
995.05,COP,1996-11-26,1996-11-26
995.05,COP,1996-11-27,1996-11-27
995.93,COP,1996-11-28,1996-11-28
994.94,COP,1996-11-29,1996-11-29
1002.28,COP,1996-11-30,1996-12-02
1000.09,COP,1996-12-03,1996-12-03
995.73,COP,1996-12-04,1996-12-04
997.4,COP,1996-12-05,1996-12-05
997.48,COP,1996-12-06,1996-12-06
1001.82,COP,1996-12-07,1996-12-09
997.99,COP,1996-12-10,1996-12-10
998.17,COP,1996-12-11,1996-12-11
998.31,COP,1996-12-12,1996-12-12
999.47,COP,1996-12-13,1996-12-13
1002.95,COP,1996-12-14,1996-12-16
1001.58,COP,1996-12-17,1996-12-17
1000.4,COP,1996-12-18,1996-12-18
1001.18,COP,1996-12-19,1996-12-19
1001.1,COP,1996-12-20,1996-12-20
1003.15,COP,1996-12-21,1996-12-23
1002.51,COP,1996-12-24,1996-12-26
1003.49,COP,1996-12-27,1996-12-27
1005.4,COP,1996-12-28,1996-12-30
1005.33,COP,1996-12-31,1997-01-02
1007.33,COP,1997-01-03,1997-01-03
1016.81,COP,1997-01-04,1997-01-07
1022.0,COP,1997-01-08,1997-01-08
1020.16,COP,1997-01-09,1997-01-09
1013.68,COP,1997-01-10,1997-01-10
1011.01,COP,1997-01-11,1997-01-13
1015.53,COP,1997-01-14,1997-01-14
1026.53,COP,1997-01-15,1997-01-15
1023.47,COP,1997-01-16,1997-01-16
1018.15,COP,1997-01-17,1997-01-17
1020.9,COP,1997-01-18,1997-01-20
1022.75,COP,1997-01-21,1997-01-21
1023.67,COP,1997-01-22,1997-01-22
1031.02,COP,1997-01-23,1997-01-23
1031.51,COP,1997-01-24,1997-01-24
1032.62,COP,1997-01-25,1997-01-27
1040.07,COP,1997-01-28,1997-01-28
1057.0,COP,1997-01-29,1997-01-29
1057.82,COP,1997-01-30,1997-01-30
1070.97,COP,1997-01-31,1997-01-31
1064.0,COP,1997-02-01,1997-02-03
1065.98,COP,1997-02-04,1997-02-04
1076.25,COP,1997-02-05,1997-02-05
1071.88,COP,1997-02-06,1997-02-06
1070.08,COP,1997-02-07,1997-02-07
1066.44,COP,1997-02-08,1997-02-10
1074.25,COP,1997-02-11,1997-02-11
1075.17,COP,1997-02-12,1997-02-12
1075.51,COP,1997-02-13,1997-02-13
1073.36,COP,1997-02-14,1997-02-14
1075.0,COP,1997-02-15,1997-02-17
1076.04,COP,1997-02-18,1997-02-18
1075.11,COP,1997-02-19,1997-02-19
1074.5,COP,1997-02-20,1997-02-20
1074.1,COP,1997-02-21,1997-02-21
1073.42,COP,1997-02-22,1997-02-24
1078.23,COP,1997-02-25,1997-02-25
1084.09,COP,1997-02-26,1997-02-26
1080.93,COP,1997-02-27,1997-02-27
1080.51,COP,1997-02-28,1997-02-28
1077.07,COP,1997-03-01,1997-03-03
1075.86,COP,1997-03-04,1997-03-04
1067.77,COP,1997-03-05,1997-03-05
1063.44,COP,1997-03-06,1997-03-06
1057.58,COP,1997-03-07,1997-03-07
1054.05,COP,1997-03-08,1997-03-10
1056.92,COP,1997-03-11,1997-03-11
1062.73,COP,1997-03-12,1997-03-12
1063.33,COP,1997-03-13,1997-03-13
1060.35,COP,1997-03-14,1997-03-14
1060.86,COP,1997-03-15,1997-03-17
1059.87,COP,1997-03-18,1997-03-18
